Date,Panel_ID,Energy_Produced_kWh,Expected_Energy_kWh,Temperature_C,Energy_Loss_kWh,Efficiency_Percent,Month,Day,Performance_Status
2024-02-08,Panel_C,20.68,21.47,29.8,0.7899999999999991,96.32044713553796,2024-02,8,Good
2024-02-21,Panel_C,22.18,28.46,27.9,6.280000000000001,77.93394237526353,2024-02,21,Average
2024-02-29,Panel_B,16.92,20.99,34.4,4.069999999999997,80.6098141972368,2024-02,29,Average
2024-02-09,Panel_A,21.38,22.4,22.6,1.0199999999999996,95.44642857142858,2024-02,9,Good
2024-01-28,Panel_C,28.57,29.5,31.5,0.9299999999999997,96.84745762711864,2024-01,28,Good
2024-02-22,Panel_A,23.57,26.94,25.0,3.370000000000001,87.49072011878248,2024-02,22,Average
2024-01-08,Panel_D,25.02,26.33,36.1,1.3099999999999987,95.02468666919863,2024-01,8,Good
2024-02-10,Panel_B,16.25,20.89,29.5,4.640000000000001,77.7884155098133,2024-02,10,Average
2024-02-07,Panel_E,23.35,24.37,27.0,1.0199999999999996,95.814526056627,2024-02,7,Good
2024-02-20,Panel_B,18.26,23.35,35.9,5.09,78.20128479657387,2024-02,20,Average
2024-01-23,Panel_C,26.03,28.55,29.5,2.5199999999999996,91.17338003502627,2024-01,23,Good
2024-02-06,Panel_D,24.11,27.72,37.0,3.6099999999999994,86.97691197691198,2024-02,6,Average
2024-01-31,Panel_C,17.25,20.11,21.1,2.8599999999999994,85.77821979114869,2024-01,31,Average
2024-02-08,Panel_B,24.87,26.22,39.0,1.3499999999999979,94.85125858123571,2024-02,8,Good
2024-01-09,Panel_E,17.55,21.2,38.9,3.6499999999999986,82.78301886792453,2024-01,9,Average
2024-02-25,Panel_A,24.23,29.2,26.9,4.969999999999999,82.97945205479452,2024-02,25,Average
2024-01-02,Panel_B,19.87,24.32,32.2,4.449999999999999,81.70230263157895,2024-01,2,Average
2024-02-20,Panel_A,20.45,21.17,32.6,0.7200000000000024,96.5989607935758,2024-02,20,Good
2024-01-16,Panel_A,21.85,22.44,27.9,0.5899999999999999,97.37076648841355,2024-01,16,Good
2024-01-01,Panel_A,23.01,23.75,34.6,0.7399999999999984,96.8842105263158,2024-01,1,Good
2024-01-14,Panel_D,19.6,26.06,22.0,6.459999999999997,75.21105141980047,2024-01,14,Average
2024-02-03,Panel_C,20.83,25.36,36.3,4.530000000000001,82.1372239747634,2024-02,3,Average
2024-02-13,Panel_D,18.95,24.32,25.7,5.370000000000001,77.91940789473684,2024-02,13,Average
2024-01-09,Panel_C,26.71,28.18,20.1,1.4699999999999989,94.78353442157558,2024-01,9,Good
2024-01-15,Panel_C,21.43,23.25,33.0,1.8200000000000003,92.17204301075269,2024-01,15,Good
2024-01-05,Panel_D,27.71,29.87,24.0,2.16,92.76866421158353,2024-01,5,Good
2024-02-07,Panel_A,18.76,24.03,20.6,5.27,78.06908031627134,2024-02,7,Average
2024-01-21,Panel_D,19.33,22.71,21.6,3.3800000000000026,85.11668868339937,2024-01,21,Average
2024-02-12,Panel_B,19.61,25.32,28.9,5.710000000000001,77.44865718799367,2024-02,12,Average
2024-01-14,Panel_C,16.4,20.84,38.0,4.440000000000001,78.69481765834932,2024-01,14,Average
2024-01-06,Panel_A,25.31,27.29,21.5,1.9800000000000004,92.74459508977647,2024-01,6,Good
2024-02-09,Panel_B,16.7,21.28,22.8,4.580000000000002,78.47744360902254,2024-02,9,Average
2024-02-05,Panel_A,21.38,24.69,25.5,3.3100000000000023,86.59376265694613,2024-02,5,Average
